Group,1
Region,1
2010-01,1.1
2010-02,1
2010-03,1
2010-04,1
2010-05,1
2010-06,1
2010-07,1
2010-08,1
2010-09,1
2010-10,1
2010-11,1
2010-12,1
2011-01,1
2011-02,1
2011-03,1
2011-04,1
2011-05,1
2011-06,1
2011-07,1
2011-08,1
2011-09,1
2011-10,1
2011-11,1
2011-12,1
2012-01,1
2012-02,1
2012-03,1
2012-04,1
2012-05,1
2012-06,1
2012-07,1
2012-08,1
2012-09,1
2012-10,1
2012-11,1
2012-12,1
2013-01,1
2013-02,1
2013-03,1
2013-04,1
2013-05,1
2013-06,1
2013-07,1
2013-08,1
2013-09,1
2013-10,1
2013-11,1
2013-12,1
2014-01,1
2014-02,1
2014-03,1
2014-04,1
2014-05,1
2014-06,1
2014-07,1
2014-08,1
2014-09,1
2014-10,1
2014-11,1
2014-12,1
2015-01,1
2015-02,1
2015-03,1
2015-04,1
2015-05,1
2015-06,1
2015-07,1
2015-08,1
2015-09,1
2015-10,1
2015-11,1
2015-12,1
2016-01,1
2016-02,1
2016-03,1
2016-04,1
2016-05,1
2016-06,1
2016-07,1
2016-08,1
2016-09,1
2016-10,1
2016-11,1
2016-12,1
2017-01,1
2017-02,1
2017-03,1
2017-04,1
2017-05,1
2017-06,1
2017-07,1
2017-08,1
2017-09,1
2017-10,1
2017-11,1
2017-12,1
2018-01,1
2018-02,1
2018-03,1
2018-04,1
2018-05,1
2018-06,1
2018-07,1
2018-08,1
2018-09,1
2018-10,1
2018-11,1
2018-12,1
2019-01,1
2019-02,1
2019-03,1
2019-04,1
2019-05,1
2019-06,1
2019-07,1
2019-08,1
2019-09,1
2019-10,1
2019-11,1
2019-12,1
2020-01,1
2020-02,1
2020-03,1
2020-04,1
2020-05,1
2020-06,1
2020-07,1
2020-08,1
2020-09,1
2020-10,1
2020-11,1
2020-12,1
2021-01,1
2021-02,1
2021-03,1
2021-04,1
2021-05,1
2021-06,1
2021-07,1
2021-08,1
2021-09,1
2021-10,1
2021-11,1
2021-12,1
2022-01,1
2022-02,1
2022-03,1
2022-04,1
2022-05,1
2022-06,1
2022-07,1
2022-08,1
2022-09,1
2022-10,1
2022-11,1
2022-12,1
2023-01,1
2023-02,1
2023-03,1
2023-04,1
2023-05,1
2023-06,1
2023-07,1
2023-08,1
2023-09,1
2023-10,1
2023-11,1
2023-12,1
2024-01,1
2024-02,1
2024-03,1
2024-04,1
2024-05,1
2024-06,1
2024-07,1
2024-08,1
2024-09,1
2024-10,1
2024-11,1
2024-12,1
2025-01,1
2025-02,1
2025-03,1
2025-04,1
2025-05,1
2025-06,1
2025-07,1
2025-08,1
2025-09,1
2025-10,1
2025-11,1
2025-12,1
2026-01,1
2026-02,1
2026-03,1
2026-04,1
2026-05,1
2026-06,1
2026-07,1
2026-08,1
2026-09,1
2026-10,1
2026-11,1
2026-12,1
2027-01,1
2027-02,1
2027-03,1
2027-04,1
2027-05,1
2027-06,1
2027-07,1
2027-08,1
2027-09,1
2027-10,1
2027-11,1
2027-12,1
2028-01,1
2028-02,1
2028-03,1
2028-04,1
2028-05,1
2028-06,1
2028-07,1
2028-08,1
2028-09,1
2028-10,1
2028-11,1
2028-12,1
2029-01,1
2029-02,1
2029-03,1
2029-04,1
2029-05,1
2029-06,1
2029-07,1
2029-08,1
2029-09,1
2029-10,1
2029-11,1
2029-12,1
2030-01,1
2030-02,1
2030-03,1
2030-04,1
2030-05,1
2030-06,1
2030-07,1
2030-08,1
2030-09,1
2030-10,1
2030-11,1
2030-12,1
2031-01,1
2031-02,1
2031-03,1
2031-04,1
2031-05,1
2031-06,1
2031-07,1
2031-08,1
2031-09,1
2031-10,1
2031-11,1
2031-12,1
2032-01,1
2032-02,1
2032-03,1
2032-04,1
2032-05,1
2032-06,1
2032-07,1
2032-08,1
2032-09,1
2032-10,1
2032-11,1
2032-12,1
2033-01,1
2033-02,1
2033-03,1
2033-04,1
2033-05,1
2033-06,1
2033-07,1
2033-08,1
2033-09,1
2033-10,1
2033-11,1
2033-12,1
2034-01,1
2034-02,1
2034-03,1
2034-04,1
2034-05,1
2034-06,1
2034-07,1
2034-08,1
2034-09,1
2034-10,1
2034-11,1
2034-12,1
2035-01,1
2035-02,1
2035-03,1
2035-04,1
2035-05,1
2035-06,1
2035-07,1
2035-08,1
2035-09,1
2035-10,1
2035-11,1
2035-12,1
2036-01,1
2036-02,1
2036-03,1
2036-04,1
2036-05,1
2036-06,1
2036-07,1
2036-08,1
2036-09,1
2036-10,1
2036-11,1
2036-12,1
2037-01,1
2037-02,1
2037-03,1
2037-04,1
2037-05,1
2037-06,1
2037-07,1
